temperature_2m_mean (°C),rain_sum (mm),wind_speed_10m_max (km/h),weather_code (wmo code),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),precipitation_hours (h),cloud_cover_mean (%),dew_point_2m_mean (°C),relative_humidity_2m_mean (%),wind_gusts_10m_mean (km/h),wind_gusts_10m_min (km/h),sin_day,had_precipitation
11.9,0.0,24.1,3,225,12.96,0,21,3.1,56,27.9,5.8,0.38541335945432564,0
10.8,0.1,10.0,51,254,11.28,1,40,3.1,62,14.1,8.6,0.4012289854475009,1
10.8,0.0,16.8,3,218,15.15,0,9,-0.6,47,19.2,6.8,0.4169258813287287,0
8.7,11.0,26.3,63,236,6.49,8,50,2.2,64,28.4,18.7,0.4324994021339788,1
9.8,0.0,20.6,3,251,11.95,0,40,2.8,63,25.5,10.1,0.44794493940789115,0
10.4,0.0,14.5,3,224,11.33,0,43,4.1,67,17.2,10.1,0.4632579225674917,0
11.5,0.0,14.8,2,193,12.68,0,22,3.6,60,18.5,1.8,0.4784338202547012,0
12.7,0.0,18.1,3,190,13.89,0,22,2.7,53,23.2,12.6,0.49346814167723735,0
12.1,2.0,22.4,53,226,8.47,6,49,4.3,59,27.1,13.3,0.5083564379375122,1
13.3,0.0,15.5,2,184,14.17,0,19,5.9,64,19.8,10.8,0.5230943033491326,0
14.1,0.0,16.2,3,172,15.39,0,19,2.8,49,20.6,14.8,0.5376773767406141,0
13.5,0.2,30.0,51,207,15.11,2,15,1.8,46,33.3,20.9,0.5521013427459208,1
12.5,0.6,33.6,51,245,8.07,5,55,4.7,60,35.1,20.9,0.5663619330814524,1
12.4,0.0,15.6,3,285,10.75,0,34,5.7,67,18.3,8.6,0.580454927809098,0
13.2,0.0,11.9,3,211,14.27,0,18,5.5,61,13.1,4.3,0.5943761565849831,0
14.9,0.0,13.1,0,211,16.33,0,0,5.3,57,15.8,5.8,0.6081214998935418,0
16.2,0.0,15.8,0,190,16.88,0,2,3.3,46,17.7,4.0,0.6216868902665479,0
13.5,0.0,25.4,2,269,15.71,0,9,2.9,51,27.4,11.2,0.6350683134867438,0
12.3,0.0,23.5,3,279,11.34,0,39,3.9,58,26.0,14.8,0.6482618097757122,0
13.5,0.0,17.8,2,23,14.52,0,18,5.1,60,17.2,4.0,0.6612634749656386,0
14.5,0.0,26.1,0,58,17.15,0,0,5.3,58,28.5,15.1,0.6740694616546161,0
14.6,0.0,22.9,3,29,16.7,0,12,8.0,68,23.6,16.9,0.6866759803451553,0
14.4,0.0,17.7,2,13,16.74,0,8,5.9,60,19.2,9.0,0.6990793005655562,0
14.3,0.0,18.1,2,357,15.24,0,25,6.8,65,21.3,9.7,0.7112757519738152,0
14.1,0.0,14.9,3,28,17.57,0,34,5.5,59,18.3,7.6,0.7232617254437388,0
14.5,0.0,17.6,3,35,11.11,0,88,7.1,63,20.6,10.8,0.7350336741329413,0
13.9,1.6,16.2,55,18,13.16,3,56,7.9,71,19.3,11.2,0.746588114532413,1
12.3,11.1,19.1,63,313,10.65,9,62,7.5,74,22.2,7.2,0.7579216274973472,1
13.2,0.0,10.3,1,81,18.04,0,6,7.6,71,12.9,6.5,0.7690308592589181,0
15.3,0.0,10.1,3,199,17.31,0,78,8.9,68,12.4,7.2,0.7799125224167177,0
16.6,0.0,12.4,3,181,17.9,0,33,8.4,61,16.3,10.1,0.7905633969115482,0
17.5,0.5,17.3,51,188,16.0,2,29,8.1,57,20.2,6.5,0.8009803309782905,1
13.5,0.1,31.2,51,213,16.58,1,18,6.5,65,30.3,11.9,0.8111602420785621,1
14.1,0.0,28.3,3,259,11.84,0,43,6.2,61,32.2,17.6,0.8211001178128892,0
14.6,0.0,15.1,3,279,16.46,0,41,6.1,61,16.2,9.7,0.8307970168121247,0
15.3,0.0,18.4,3,47,19.46,0,15,5.1,53,19.4,14.0,0.8402480696078469,0
16.5,0.0,15.8,3,43,19.21,0,17,5.1,51,20.6,10.4,0.8494504794814806,0
18.9,0.0,17.7,3,53,18.9,0,47,5.2,44,22.5,15.1,0.8584015232918917,0
21.2,0.0,22.4,3,168,17.27,0,80,3.8,35,24.1,8.6,0.8670985522812081,0
16.1,0.0,25.9,3,291,16.68,0,48,4.8,48,32.3,17.3,0.8755389928586302,0
15.1,0.0,11.1,2,344,18.72,0,15,5.0,53,13.1,4.7,0.8837203473619977,0
17.5,0.0,17.7,3,58,20.05,0,33,5.4,49,25.8,17.6,0.8916401947968874,0
22.7,0.0,34.2,3,225,20.71,0,40,0.3,28,38.1,13.7,0.8992961915530253,0
18.3,0.0,22.1,3,17,18.74,0,89,10.0,64,22.7,13.7,0.9066860720977985,0
19.0,0.0,20.1,3,56,16.36,0,72,5.6,46,22.9,14.0,0.9138076496466615,0
17.9,0.1,21.7,51,2,19.94,1,18,9.5,61,28.9,13.3,0.9206588168102428,1
15.3,0.0,32.9,3,262,17.17,0,37,4.1,51,28.5,2.9,0.9272375462179537,0
12.8,0.0,23.9,3,294,15.76,0,49,1.9,50,30.6,19.1,0.9335418911179212,0
12.1,0.0,21.8,3,5,17.78,0,44,-0.3,45,22.2,5.8,0.9395699859530622,0
11.3,0.0,22.0,3,9,14.69,0,42,0.7,49,24.6,9.7,0.945320046913132,0
10.5,0.0,21.5,3,350,16.29,0,51,-0.5,49,24.1,8.6,0.9507903724625832,0
11.0,0.0,27.0,3,345,15.54,0,30,0.9,54,27.1,11.5,0.9559793438440766,0
13.3,0.0,18.4,3,21,20.96,0,44,0.3,44,18.8,8.3,0.9608854255574977,0
13.8,0.0,20.1,0,39,22.32,0,0,1.1,44,18.7,7.2,0.9655071658143364,0
15.3,0.0,17.1,1,15,21.83,0,3,5.7,56,20.1,7.9,0.969843196967294,0
14.8,0.0,25.3,3,18,21.04,0,29,5.8,59,23.9,9.7,0.9738922359149924,0
13.2,1.5,27.5,53,38,20.57,4,73,1.4,46,38.3,29.5,0.9776530844816641,1
12.8,0.0,24.0,3,31,17.62,0,59,3.1,53,33.2,25.6,0.981124629771712,0
12.1,0.0,13.8,3,338,16.3,0,39,2.7,56,18.0,8.6,0.984305844499033,0
12.7,0.0,23.2,3,257,22.44,0,19,1.4,50,24.4,4.7,0.9871957872910085,0
13.1,0.5,25.3,51,266,18.82,3,32,2.8,51,30.0,13.3,0.9897936029670716,1
13.6,0.0,21.7,3,298,14.09,0,37,3.6,55,25.2,14.8,0.992098522791769,0
16.2,0.0,14.5,0,348,23.52,0,0,2.2,45,14.7,2.9,0.9941098647022418,0
16.8,0.0,17.6,3,3,21.79,0,27,5.4,53,20.2,7.9,0.9958270335100595,0
16.2,0.0,25.7,2,44,23.37,0,6,7.1,60,33.7,19.4,0.9972495210773451,0
18.4,0.0,20.7,3,19,23.39,0,27,7.5,57,24.4,17.3,0.998376906467142,0
20.2,0.0,23.1,0,29,23.83,0,3,3.5,44,19.8,10.1,0.9992088560679753,0
23.3,0.0,20.8,3,64,23.96,0,42,-3.7,18,28.4,14.8,0.9997451236925734,0
23.5,0.0,16.8,3,35,21.98,0,92,-1.7,28,18.4,7.2,0.9999855506507186,0
27.5,0.0,16.9,3,327,20.35,0,100,-6.0,13,16.3,5.4,0.9999300657962057,0
23.4,0.0,30.1,3,42,20.9,0,96,3.3,29,35.6,21.6,0.9995786855478958,0
24.8,0.0,33.7,3,58,24.26,0,52,2.4,27,42.8,34.6,0.9989315138848577,0
29.8,0.0,23.5,3,121,24.33,0,36,-3.6,14,20.9,6.8,0.9979887423155984,0
30.6,0.0,24.2,3,261,24.25,0,35,-2.4,12,27.0,6.8,0.9967506498213929,0
29.3,0.0,17.9,3,188,24.25,0,31,2.7,24,17.3,6.1,0.9952176027737294,0
25.5,0.0,23.3,3,325,24.01,0,19,6.4,33,27.9,13.0,0.9933900548258936,0
20.8,0.0,25.0,3,37,24.84,0,37,9.4,54,29.9,18.7,0.9912685467787256,0
21.9,0.0,23.4,3,39,23.77,0,68,10.0,53,32.1,25.2,0.9888537064205885,0
21.1,0.0,22.7,2,358,24.57,0,5,8.5,52,29.1,19.1,0.986146248341595,0
18.4,0.0,22.0,3,355,24.59,0,12,6.3,47,26.5,13.3,0.9831469737221499,0
18.1,0.0,24.2,3,34,24.83,0,17,7.1,51,27.1,12.6,0.9798567700958665,0
19.1,0.0,25.5,2,43,25.01,0,9,7.9,53,35.6,25.2,0.9762766110869321,0
19.6,0.0,26.8,3,44,25.1,0,17,8.4,53,34.3,25.6,0.9724075561219968,0
23.0,0.0,23.4,3,58,24.92,0,16,4.8,43,33.9,24.8,0.9682507501166718,0
31.1,0.0,30.9,3,195,25.09,0,15,-0.2,18,24.7,6.1,0.9638074231367307,0
26.4,0.0,18.4,3,351,13.38,0,95,6.4,30,24.7,13.7,0.9590788900341131,0
21.9,4.2,22.2,63,335,25.3,1,21,9.4,51,25.4,11.5,0.9540665500578387,1
19.8,0.0,24.4,1,20,25.19,0,7,9.4,55,24.7,11.2,0.9487718864399473,0
19.5,0.0,24.8,3,42,25.87,0,18,9.2,55,32.8,19.8,0.9431964659565866,0
20.0,0.0,25.0,3,37,24.92,0,58,9.6,56,34.0,24.5,0.9373419384643772,0
22.2,0.0,19.5,3,12,25.25,0,23,9.0,53,25.7,20.9,0.9312100364121947,0
23.6,0.0,19.2,0,7,25.96,0,1,5.8,39,23.0,11.5,0.9248025743285089,0
25.1,0.0,22.1,0,22,25.44,0,1,7.9,37,26.7,14.0,0.9181214482844364,0
25.3,0.0,27.1,3,36,24.06,0,59,7.1,36,30.0,18.4,0.9111686353326631,0
24.1,0.0,25.3,1,32,26.44,0,2,6.2,38,28.3,19.4,0.9039461929224011,0
24.6,0.0,26.2,0,47,26.83,0,0,5.5,35,27.3,15.8,0.8964562582905575,0
29.5,0.0,24.2,3,108,23.06,0,40,-2.0,17,21.9,10.4,0.8887010478292915,0
27.6,0.0,25.6,2,268,26.65,0,4,4.6,26,32.1,21.6,0.8806828564301475,0
24.5,0.0,15.0,1,326,26.39,0,4,9.3,44,18.3,5.0,0.8724040568049612,0
26.3,0.0,25.2,3,53,15.17,0,75,6.5,31,27.1,18.4,0.8638670987837349,0
27.0,0.0,25.2,2,261,27.06,0,12,8.6,32,31.4,9.7,0.8550745085896932,0
22.7,0.0,21.5,3,318,25.19,0,34,11.8,54,29.1,20.5,0.8460288880917339,0
20.9,0.0,23.6,1,310,25.96,0,6,9.3,52,25.9,7.6,0.8367329140344921,0
22.0,0.0,16.6,0,335,27.19,0,1,7.2,45,22.4,12.2,0.8271893372462497,0
22.4,0.0,18.9,3,32,26.72,0,36,6.0,41,18.1,6.8,0.8174009818249189,0
25.6,0.0,23.7,3,55,24.36,0,41,1.6,27,25.6,19.4,0.8073707443023492,0
27.6,0.0,26.7,0,273,27.9,0,0,2.7,22,34.2,14.0,0.7971015927871943,0
24.8,0.0,30.3,1,32,27.29,0,3,7.5,38,25.4,16.6,0.7865965660866021,0
24.7,0.0,23.2,3,0,25.97,0,72,8.6,41,24.8,16.9,0.7758587728069828,0
24.1,0.0,26.3,2,45,26.86,0,12,8.4,41,31.7,20.2,0.7648913904341225,0
24.9,0.0,30.8,3,43,25.58,0,34,9.0,43,40.2,31.0,0.753697664392914,0
25.3,0.0,27.1,3,16,24.83,0,46,10.8,45,38.9,29.5,0.742280907086982,0
24.4,0.0,22.1,3,355,27.74,0,26,9.8,44,28.1,15.8,0.7306444969184916,0
23.6,0.0,19.2,3,11,16.0,0,99,10.2,46,24.2,14.8,0.7187918772884232,0
25.4,0.0,22.0,3,15,27.81,0,15,8.8,40,25.2,15.5,0.7067265555776158,0
26.5,0.0,24.0,0,37,27.95,0,0,8.9,37,26.0,13.7,0.6944521021088763,0
28.1,0.0,27.2,0,58,28.12,0,0,7.4,32,28.5,16.9,0.6819721490904629,0
29.9,0.0,28.9,3,280,28.09,0,12,3.4,22,24.9,7.6,0.6692903895412567,0
24.5,0.0,19.5,3,304,26.52,0,45,13.2,54,29.2,23.0,0.6564105761979381,0
23.3,0.0,25.6,0,285,28.24,0,0,7.4,39,26.7,5.8,0.6433365204044917,0
25.3,0.0,19.8,0,281,28.33,0,0,8.0,39,22.1,7.6,0.6300720909843687,0
26.6,0.0,21.4,0,332,28.05,0,0,9.7,42,19.1,3.6,0.6166212130956382,0
27.4,0.0,27.7,0,25,28.34,0,0,9.9,37,26.4,13.0,0.6029878670694714,0
27.5,0.0,25.8,0,25,28.24,0,0,10.3,39,30.3,17.3,0.5891760872322963,0
28.7,0.0,26.4,0,19,28.23,0,0,10.4,38,29.0,15.5,0.5751899607119775,0
29.8,0.0,22.0,0,15,28.32,0,0,9.4,33,24.0,11.2,0.5610336262283677,0
30.9,0.0,24.3,0,35,28.84,0,0,7.2,26,23.0,10.8,0.5467112728685939,0
32.4,0.0,23.1,0,41,28.82,0,0,6.3,24,26.6,18.4,0.5322271388474397,0
29.8,0.0,24.1,0,3,28.26,0,0,11.4,35,26.3,15.1,0.5175855102531889,0
27.2,0.0,20.3,0,343,28.43,0,0,13.7,48,23.9,13.7,0.5027907197793043,0
27.6,0.0,15.9,0,296,28.53,0,0,13.6,48,21.3,7.2,0.4878471454423119,0
28.5,0.0,21.4,0,319,28.68,0,0,12.0,43,18.9,5.8,0.47275920928627757,0
30.1,0.0,22.9,0,9,28.71,0,0,12.5,41,24.0,15.8,0.4575313760742512,0
29.9,0.0,19.0,0,3,28.48,0,0,12.9,43,24.7,14.4,0.44216815196707204,0
29.1,0.0,19.5,2,358,27.51,0,6,14.2,45,23.9,14.8,0.42667408318992467,0
29.7,0.0,21.1,0,322,28.57,0,0,13.7,41,23.4,9.7,0.4110537546870351,0
30.8,0.0,22.9,0,10,28.7,0,0,13.2,41,20.6,6.8,0.3953117887649151,0
33.6,0.0,23.0,0,43,28.83,0,0,8.8,24,26.2,12.6,0.37945284372454435,0
33.0,0.0,27.3,0,38,28.89,0,0,11.3,30,27.5,17.6,0.36348161248290634,0
34.8,0.0,27.1,1,346,28.95,0,2,8.8,25,22.2,10.1,0.3474028211842774,0
29.5,0.0,21.7,0,318,28.76,0,0,14.0,41,27.3,11.5,0.3312212278016865,0
27.9,0.0,18.2,0,311,28.2,0,3,14.4,47,21.9,10.1,0.31494162072895193,0
29.1,0.0,19.0,0,312,28.86,0,0,13.4,42,22.2,4.0,0.2985688173637202,0
28.6,0.0,27.2,2,32,27.23,0,7,16.0,50,26.5,11.5,0.2821076626819194,0
28.9,0.0,25.8,1,24,28.32,0,6,16.9,52,30.7,18.4,0.26556302780405594,0
29.0,0.0,22.9,0,9,28.86,0,1,15.5,50,30.2,18.7,0.24893980855376657,0
29.0,0.0,23.6,3,349,28.54,0,12,15.5,50,27.2,18.7,0.23224292400907015,0
28.4,0.0,21.1,0,359,29.54,0,0,13.0,46,23.3,10.8,0.21547731504673012,0
28.3,0.0,21.7,0,358,29.34,0,0,13.4,44,25.6,13.0,0.19864794288017112,0
27.8,0.0,23.2,0,333,29.11,0,0,13.4,46,26.8,10.4,0.18175978759137534,0
28.5,0.0,21.9,0,323,28.91,0,0,14.3,46,25.9,9.4,0.16481784665719793,0
30.1,0.0,24.2,0,13,29.03,0,0,14.4,46,21.5,7.2,0.14782713347053048,0
32.7,0.0,26.8,0,353,28.94,0,0,13.6,37,22.2,11.2,0.13079267585675922,0
30.7,0.0,24.7,0,344,29.09,0,0,14.1,41,27.0,12.6,0.11371951458594969,0
29.8,0.0,19.1,1,354,29.02,0,3,12.6,40,22.6,7.6,0.0966127018812031,0
30.1,0.0,23.7,0,316,29.11,0,0,13.8,40,26.3,9.0,0.07947729992362097,0
28.9,0.0,22.0,3,309,28.49,0,13,15.8,50,20.8,9.7,0.062318379354325076,0
29.6,0.0,17.8,0,309,29.02,0,1,15.1,46,22.2,11.5,0.04514101777397193,0
29.5,0.0,20.2,2,303,28.69,0,5,16.3,48,24.1,12.6,0.02795029824021032,0
29.7,0.0,18.5,0,321,28.95,0,0,14.8,44,21.3,12.2,0.01075130776352193,0
30.2,0.0,22.3,0,326,29.09,0,0,15.1,44,19.5,12.2,-0.00645086419810515,0
31.2,0.0,22.7,1,311,28.83,0,3,14.8,43,20.1,10.1,-0.023651127245231586,0
32.0,0.0,19.6,0,339,29.05,0,0,12.5,34,22.7,11.9,-0.04084439154329611,0
31.5,0.0,18.5,0,315,29.24,0,0,13.3,38,22.6,11.5,-0.05802556932878035,0
30.6,0.0,20.4,0,333,29.63,0,0,11.0,35,22.7,9.4,-0.07518957641475855,0
30.1,0.0,20.2,0,336,29.89,0,0,11.1,36,20.5,9.7,-0.09233133369539122,0
29.8,0.0,21.7,0,315,28.87,0,2,17.1,50,21.9,9.4,-0.10944576864891556,0
31.0,0.0,23.9,3,350,29.0,0,9,14.5,46,26.8,13.7,-0.12652781683868314,0
30.5,0.0,21.8,1,330,27.88,0,4,16.4,45,24.4,10.4,-0.1435724234118113,0
28.9,0.0,19.9,3,354,27.41,0,8,16.8,50,24.5,14.4,-0.16057454459499376,0
29.8,0.0,21.5,1,357,28.5,0,3,16.5,50,24.1,11.9,-0.17752914918703497,0
29.1,0.0,24.3,1,334,28.86,0,5,16.6,52,27.2,18.7,-0.19443122004766195,0
28.8,0.0,22.2,3,333,28.44,0,19,15.3,49,26.6,13.7,-0.2112757555821793,0
28.5,0.0,19.1,0,300,29.07,0,0,13.7,45,20.8,5.4,-0.2280577712215198,0
29.3,0.0,23.0,0,330,28.92,0,0,14.2,43,23.6,7.6,-0.24477230089725957,0
30.4,0.0,22.6,3,356,28.74,0,15,15.4,48,24.5,14.0,-0.2614143985111562,0
31.4,0.0,22.9,0,3,28.84,0,0,14.1,41,22.7,10.8,-0.2779791393987801,0
32.3,0.0,23.8,0,358,28.9,0,0,12.7,33,19.4,7.6,-0.2944616217868012,0
31.8,0.0,24.9,0,6,28.47,0,0,16.3,44,23.5,12.2,-0.3108569682435036,0
30.3,0.0,23.4,0,337,28.7,0,1,15.6,46,25.2,9.7,-0.3271603271220951,0
30.0,0.0,23.8,1,357,28.49,0,6,15.7,48,23.9,11.5,-0.34336687399638804,0
30.8,0.0,24.6,0,347,28.88,0,0,13.8,41,23.8,11.2,-0.3594718130884232,0
30.7,0.0,23.5,1,344,28.62,0,3,14.4,44,23.9,10.8,-0.3754703786876202,0
31.3,0.0,24.0,0,345,28.85,0,0,12.7,39,20.1,7.9,-0.3913578365610259,0
31.6,0.0,17.3,0,12,29.0,0,0,10.8,34,21.3,10.4,-0.4071294853542516,0
31.3,0.0,21.5,1,23,28.54,0,4,11.3,37,21.1,10.8,-0.4227806579826773,0
32.1,0.0,26.0,0,46,28.89,0,0,10.7,32,25.4,13.3,-0.4383067230125192,0
32.0,0.0,27.0,1,19,28.47,0,2,11.6,33,23.6,13.0,-0.45370308603134424,0
31.5,0.0,20.4,0,345,28.29,0,0,11.5,33,21.9,11.5,-0.46896519100763184,0
30.9,0.0,22.2,0,317,27.88,0,0,15.8,42,22.2,7.2,-0.48408852163897587,0
31.6,0.0,21.8,1,326,27.8,0,3,16.4,49,25.0,13.3,-0.4990686026885319,0
31.3,0.0,22.2,0,306,27.63,0,0,16.5,45,23.5,4.3,-0.5139010013093103,0
30.9,0.0,17.9,0,328,27.91,0,0,15.2,44,20.7,7.9,-0.5285813283559292,0
30.9,0.0,22.3,0,351,27.26,0,0,16.0,45,21.7,9.4,-0.5431052396834317,0
30.5,0.0,24.5,1,331,26.69,0,5,16.6,49,23.6,14.8,-0.5574684374327892,0
30.6,0.0,22.2,1,359,26.9,0,4,17.5,51,23.8,15.5,-0.5716666713027052,0
30.1,0.0,19.8,0,311,27.22,0,0,16.0,45,19.6,8.3,-0.5856957398073508,0
31.5,0.0,27.2,0,338,27.19,0,0,14.9,42,22.1,9.0,-0.5995514915196489,0
31.7,0.0,25.4,0,325,27.04,0,0,15.6,43,23.1,5.0,-0.6132298262997502,0
31.1,0.0,21.7,0,17,26.87,0,2,17.1,46,22.6,10.1,-0.6267266965083301,0
31.1,0.0,23.4,0,316,27.31,0,0,14.7,43,21.3,10.4,-0.6400381082043503,0
30.1,0.0,22.4,0,6,27.06,0,0,16.0,47,22.5,11.9,-0.65316012232693,0
30.4,0.0,19.8,0,340,26.94,0,1,15.7,46,23.5,9.0,-0.666088855860977,0
30.1,0.0,22.3,0,345,26.9,0,1,16.3,49,22.0,6.5,-0.6788204829862355,0
29.7,0.0,23.7,0,14,26.58,0,3,18.1,53,23.9,9.0,-0.6913512362094071,0
29.9,0.0,22.7,0,25,26.88,0,0,16.7,49,26.1,15.1,-0.7036774074790128,0
29.6,0.0,22.1,0,10,26.71,0,0,16.5,49,24.9,13.3,-0.7157953492826642,0
30.3,0.0,23.8,2,337,26.35,0,5,16.9,49,22.6,10.1,-0.7277014757264236,0
30.9,0.0,17.7,0,292,26.48,0,0,16.3,46,20.6,5.4,-0.7393922635959241,0
32.1,0.0,23.4,1,298,25.64,0,4,17.0,47,22.9,6.8,-0.7508642533989489,0
31.9,0.0,15.8,0,285,26.4,0,0,13.4,35,19.0,3.2,-0.7621140503891487,0
31.6,0.0,21.4,0,334,24.91,0,2,15.6,41,19.8,6.1,-0.7731383255706026,0
33.1,0.0,27.2,0,40,26.07,0,0,14.0,37,25.1,11.9,-0.7839338166829201,0
33.7,0.0,28.6,0,66,25.93,0,0,12.1,31,28.8,16.6,-0.7944973291665992,0
30.6,0.1,23.0,51,16,23.18,1,20,19.9,56,29.6,18.4,-0.8048257371083452,1
29.7,0.0,26.3,0,15,25.82,0,0,16.7,50,25.1,13.7,-0.8149159841660791,0
29.4,0.0,25.9,0,34,25.62,0,0,17.4,53,30.8,17.6,-0.8247650844733614,0
29.9,0.0,24.3,1,28,24.86,0,5,19.2,56,32.8,20.5,-0.8343701235229538,0
30.0,0.0,22.9,0,23,24.44,0,4,19.5,57,30.0,19.8,-0.8437282590292712,0
30.5,0.0,23.3,2,16,24.15,0,11,19.9,56,28.2,23.8,-0.8528367217694595,0
30.5,0.1,24.9,51,8,23.85,1,12,19.4,55,29.2,22.3,-0.8616928164028522,1
29.7,0.0,23.1,3,11,24.28,0,16,17.5,53,28.0,18.0,-0.8702939222685674,0
29.2,0.0,24.5,0,19,24.51,0,1,17.8,54,26.5,16.2,-0.8786374941610001,0
29.6,0.0,22.0,0,21,24.49,0,1,17.2,51,27.7,15.1,-0.886721063082993,0
29.7,0.0,20.6,3,18,24.46,0,16,17.4,52,29.1,18.7,-0.8945422369764496,0
29.3,0.0,20.9,3,333,24.16,0,18,18.3,56,22.6,9.7,-0.9020987014301837,0
29.3,0.0,20.9,3,320,22.37,0,19,17.8,53,23.7,9.0,-0.9093882203647925,0
28.9,0.0,22.3,3,338,20.11,0,27,17.8,53,20.6,6.5,-0.9164086366943458,0
29.6,0.0,26.2,2,27,23.86,0,6,17.6,52,26.3,11.9,-0.9231578729647039,0
29.6,0.0,23.4,3,24,23.59,0,18,17.4,54,29.4,17.3,-0.9296339319682695,0
29.4,0.0,20.5,3,13,23.5,0,18,16.4,52,24.9,13.7,-0.9358348973349941,0
29.1,0.0,20.2,0,3,24.36,0,0,15.1,49,21.4,11.9,-0.9417589340994617,0
29.6,0.0,19.6,3,332,23.31,0,17,18.4,55,20.0,9.0,-0.9474042892438845,0
28.9,0.0,22.7,3,313,23.21,0,10,18.4,57,22.8,10.1,-0.9527692922168511,0
27.8,0.0,20.4,0,325,23.69,0,0,14.6,49,21.6,5.0,-0.9578523554276669,0
26.9,0.0,20.2,0,12,23.03,0,2,14.0,48,20.4,8.3,-0.9626519747161487,0
26.7,0.0,21.9,0,9,23.82,0,0,11.6,42,16.5,8.6,-0.9671667297977312,0
27.7,0.0,19.3,1,6,21.96,0,10,17.1,56,19.9,10.1,-0.97139528468375,0
28.0,0.0,14.5,0,337,23.08,0,0,14.5,47,18.3,7.9,-0.9753363880767837,0
27.8,0.0,23.8,1,343,22.64,0,4,17.1,55,20.6,7.9,-0.9789888737409319,0
27.8,0.0,24.2,1,317,22.36,0,10,16.9,55,19.6,8.6,-0.9823516608469237,0
27.5,0.0,19.0,1,321,22.19,0,4,14.4,48,20.2,4.7,-0.9854237542919524,0
29.5,0.0,9.0,0,299,22.12,0,0,11.2,34,13.2,5.0,-0.9882042449941422,0
29.2,0.0,26.1,0,48,21.7,0,0,17.2,51,32.5,22.0,-0.9906923101615609,0
29.1,0.0,29.6,0,51,21.72,0,1,17.5,54,35.6,26.3,-0.9928872135356962,0
29.3,0.0,26.7,0,54,21.69,0,0,17.7,54,38.3,32.4,-0.994788305609327,0
29.6,0.0,22.8,0,51,21.51,0,0,17.8,55,32.4,26.3,-0.9963950238187231,0
30.0,0.0,24.7,0,48,21.52,0,0,16.6,50,27.2,14.8,-0.9977068927101168,0
30.2,0.0,24.5,0,48,21.21,0,0,15.1,45,25.6,17.6,-0.9987235240803972,0
31.0,0.0,23.0,0,55,21.09,0,0,13.6,39,31.2,22.3,-0.9994446170919858,0
31.0,0.0,25.6,0,50,20.96,0,0,15.9,45,36.0,29.2,-0.9998699583618592,0
31.2,0.0,23.4,0,26,20.73,0,0,16.0,46,31.0,23.8,-0.9999994220246925,0
29.4,0.0,20.0,0,3,20.74,0,1,16.6,53,20.9,11.2,-0.999832969770105,0
28.0,0.0,19.6,1,314,20.14,0,8,17.4,56,22.0,11.5,-0.9993706508539969,0
26.4,0.0,16.7,0,312,20.65,0,0,15.2,53,16.2,3.6,-0.9986126020839734,0
26.7,0.0,21.7,0,25,20.37,0,2,15.7,55,23.0,11.5,-0.9975590477788613,0
26.0,0.0,21.2,3,3,20.06,0,17,15.4,55,26.2,20.9,-0.9962102997023297,0
24.1,0.0,17.1,0,342,20.31,0,0,12.1,50,19.1,7.9,-0.9945667569706337,0
24.5,0.0,19.0,3,329,17.53,0,30,11.1,44,18.2,2.9,-0.9926289059345095,0
24.3,0.0,18.1,3,352,18.69,0,14,13.1,52,18.9,5.8,-0.9903973200352558,0
24.6,0.0,17.3,3,14,16.23,0,18,14.3,55,19.9,8.3,-0.9878726596350429,0
25.0,0.0,20.9,3,24,19.05,0,10,14.8,56,22.5,9.4,-0.9850556718215013,0
24.7,0.0,21.1,3,2,17.19,0,50,15.8,61,23.5,10.4,-0.981947190186646,0
24.1,0.0,19.9,3,343,16.27,0,16,13.9,56,20.5,5.0,-0.9785481345802031,0
23.9,0.0,14.4,2,334,17.92,0,17,13.3,55,17.2,6.1,-0.9748595108374125,0
25.8,0.0,13.6,3,188,18.57,0,34,11.5,45,18.3,9.4,-0.9708824104813836,0
26.1,0.0,20.2,2,232,18.43,0,14,10.5,38,21.1,5.4,-0.9666180104000972,0
24.6,0.0,18.4,3,278,16.5,0,23,13.8,53,21.3,11.2,-0.9620675724981452,0
23.7,0.0,17.8,1,291,17.82,0,5,13.7,57,16.1,5.8,-0.957232443323312,0
23.9,0.0,15.6,3,326,17.0,0,25,14.1,56,15.2,3.2,-0.9521140536681102,0
24.3,0.0,16.4,1,38,17.46,0,5,14.6,58,17.9,9.7,-0.9467139181463862,0
24.0,0.0,19.7,1,347,17.8,0,5,14.4,59,20.3,9.4,-0.9410336347451197,0
23.5,0.2,24.4,51,346,17.0,2,15,13.7,57,16.7,5.0,-0.9350748843515574,1
23.4,0.1,16.9,51,343,15.99,1,25,14.2,59,18.2,6.8,-0.9288394302558068,1
23.2,0.0,21.9,3,17,16.75,0,14,12.1,54,24.1,13.0,-0.9223291176290545,0
21.9,2.1,20.9,53,359,13.44,6,45,14.3,63,22.0,13.0,-0.9155458729775467,1
22.4,4.9,16.7,61,321,15.44,6,38,15.8,69,19.7,10.4,-0.9084917035725082,1
23.8,0.1,15.9,51,22,14.69,1,31,16.6,68,18.1,4.0,-0.9011686968561569,1
24.0,0.0,19.8,3,22,14.91,0,56,15.9,65,22.6,13.0,-0.8935790198239952,0
